Name,Seasons,Games,AB,Runs,Hits,Doubles,Triples,HR,RBI,BB,SO,BA,OBP,SLG,AdjPro,BatRun,AdjBatRun,RC,SB,CS,SBRuns,FieldAverage,FieldRuns,TotalPyrRate,Position,HOFStatus,Cluster
BOB NIEMAN, 12.0, 1113.0, 3452.0, 455.0, 1018.0, 180.0, 32.0, 125.0, 544.0, 435.0, 512.0, 0.295, 0.375, 0.474, 132.0, 142.0, 150.0, 605.0, 10.0, 30.0, -15.0, 0.975, -8.0, 8.4, O, 0, 1
RUSS NIXON, 12.0, 906.0, 2504.0, 215.0, 670.0, 115.0, 19.0, 27.0, 266.0, 154.0, 279.0, 0.268, 0.313, 0.361, 84.0, -49.0, -54.0, 266.0, 0.0, 7.0, -4.0, 0.988, -85.0, -11.7, C, 0, 1
JOE NOLAN, 11.0, 621.0, 1454.0, 156.0, 382.0, 66.0, 10.0, 27.0, 178.0, 164.0, 183.0, 0.263, 0.34, 0.378, 95.0, -1.0, -7.0, 190.0, 7.0, 8.0, -3.0, 0.984, -37.0, -3.4, C, 0, 1
IRV NOREN, 11.0, 1093.0, 3119.0, 443.0, 857.0, 157.0, 35.0, 65.0, 453.0, 335.0, 350.0, 0.275, 0.349, 0.41, 106.0, 12.0, 22.0, 464.0, 34.0, 24.0, -4.0, 0.984, 10.0, -0.9, O, 0, 1
BILLY NORTH, 11.0, 1169.0, 3900.0, 640.0, 1016.0, 120.0, 31.0, 20.0, 230.0, 627.0, 665.0, 0.261, 0.366, 0.323, 99.0, 7.0, 25.0, 524.0, 395.0, 162.0, 21.0, 0.981, 53.0, 5.6, O, 0, 1
RON NORTHEY, 12.0, 1084.0, 3172.0, 385.0, 874.0, 172.0, 28.0, 108.0, 513.0, 361.0, 297.0, 0.276, 0.352, 0.45, 124.0, 90.0, 94.0, 517.0, 7.0, 0.0, 0.0, 0.972, -38.0, 1.5, O, 0, 1
JIM NORTHRUP, 12.0, 1392.0, 4692.0, 603.0, 1254.0, 218.0, 42.0, 153.0, 610.0, 449.0, 635.0, 0.267, 0.335, 0.429, 115.0, 104.0, 89.0, 659.0, 39.0, 38.0, -11.0, 0.981, -58.0, -4.5, O, 0, 1
LES NUNAMAKER, 12.0, 716.0, 1990.0, 194.0, 533.0, 75.0, 30.0, 2.0, 216.0, 176.0, 150.0, 0.268, 0.332, 0.339, 95.0, -11.0, -12.0, 234.0, 36.0, 12.0, 0.0, 0.972, -6.0, 2.7, C, 0, 1
JOHNNY OATES, 11.0, 593.0, 1637.0, 146.0, 410.0, 56.0, 2.0, 14.0, 126.0, 141.0, 149.0, 0.25, 0.311, 0.313, 73.0, -53.0, -60.0, 158.0, 11.0, 19.0, -8.0, 0.987, 16.0, -3.6, C, 0, 1
KEN OBERKFELL, 16.0, 1602.0, 4874.0, 558.0, 1354.0, 237.0, 44.0, 29.0, 446.0, 546.0, 356.0, 0.278, 0.353, 0.362, 97.0, 9.0, -6.0, 636.0, 62.0, 47.0, -10.0, 0.965, -5.0, -2.1, 3, 0, 1
DANNY O'CONNELL, 10.0, 1143.0, 4035.0, 527.0, 1049.0, 181.0, 35.0, 39.0, 320.0, 431.0, 396.0, 0.26, 0.335, 0.351, 84.0, -96.0, -81.0, 496.0, 48.0, 22.0, 0.0, 0.98, 67.0, 4.2, 2, 0, 1
JACK O'CONNOR, 21.0, 1451.0, 5380.0, 713.0, 1417.0, 201.0, 66.0, 19.0, 671.0, 301.0, 152.0, 0.263, 0.307, 0.336, 81.0, -137.0, -149.0, 664.0, 219.0, 0.0, 0.0, 0.917, -3.0, -8.8, C, 0, 1
KEN O'DEA, 12.0, 832.0, 2195.0, 262.0, 560.0, 101.0, 20.0, 40.0, 323.0, 273.0, 251.0, 0.255, 0.338, 0.374, 95.0, -5.0, -12.0, 292.0, 3.0, 0.0, 0.0, 0.983, 26.0, 4.7, C, 0, 1
LEFTY O'DOUL, 11.0, 970.0, 3264.0, 624.0, 1140.0, 175.0, 41.0, 113.0, 542.0, 333.0, 122.0, 0.349, 0.413, 0.532, 142.0, 217.0, 208.0, 730.0, 36.0, 0.0, 0.0, 0.964, -33.0, 12.1, O, 0, 1
RON OESTER, 13.0, 1276.0, 4214.0, 458.0, 1118.0, 190.0, 33.0, 42.0, 344.0, 369.0, 681.0, 0.265, 0.325, 0.356, 87.0, -56.0, -73.0, 474.0, 40.0, 26.0, -4.0, 0.98, -14.0, -3.9, 2, 0, 1
BOB O'FARRELL, 21.0, 1492.0, 4101.0, 517.0, 1120.0, 201.0, 58.0, 51.0, 549.0, 547.0, 408.0, 0.273, 0.36, 0.388, 97.0, 4.0, -2.0, 604.0, 35.0, 7.0, 0.0, 0.976, -10.0, 6.2, C, 0, 1
ROWLAND OFFICE, 11.0, 899.0, 2413.0, 259.0, 626.0, 101.0, 11.0, 32.0, 242.0, 189.0, 311.0, 0.259, 0.317, 0.35, 79.0, -50.0, -70.0, 264.0, 27.0, 30.0, -10.0, 0.985, -31.0, -14.2, O, 0, 1
RUBE OLDRING, 13.0, 1239.0, 4690.0, 616.0, 1268.0, 205.0, 76.0, 27.0, 471.0, 206.0, 125.0, 0.27, 0.307, 0.364, 103.0, -4.0, -1.0, 582.0, 197.0, 22.0, 0.0, 0.966, -35.0, -10.1, O, 0, 1
CHARLEY O'LEARY, 11.0, 955.0, 3232.0, 317.0, 731.0, 104.0, 18.0, 3.0, 213.0, 164.0, 34.0, 0.226, 0.27, 0.272, 67.0, -123.0, -130.0, 275.0, 74.0, 0.0, 0.0, 0.935, -31.0, -15.1, S, 0, 1
GENE OLIVER, 10.0, 786.0, 2216.0, 268.0, 546.0, 111.0, 5.0, 93.0, 320.0, 215.0, 420.0, 0.246, 0.317, 0.427, 103.0, 15.0, 6.0, 289.0, 24.0, 21.0, -5.0, 0.985, -19.0, -1.4, C, 0, 1
IVY OLSON, 14.0, 1574.0, 6111.0, 730.0, 1575.0, 191.0, 69.0, 13.0, 446.0, 285.0, 222.0, 0.258, 0.295, 0.318, 74.0, -203.0, -216.0, 605.0, 156.0, 36.0, 0.0, 0.932, -34.0, -18.6, S, 0, 1
TIP O'NEILL, 10.0, 1054.0, 4255.0, 880.0, 1386.0, 222.0, 92.0, 52.0, 435.0, 421.0, 146.0, 0.326, 0.392, 0.458, 142.0, 281.0, 225.0, 869.0, 161.0, 0.0, 0.0, 0.917, -38.0, 13.5, O, 0, 1
STEVE O'NEILL, 17.0, 1590.0, 4795.0, 448.0, 1259.0, 248.0, 34.0, 13.0, 537.0, 592.0, 383.0, 0.263, 0.349, 0.337, 88.0, -42.0, -63.0, 604.0, 30.0, 23.0, 0.0, 0.972, -9.0, 2.7, C, 0, 1
FRANK O'ROURKE, 14.0, 1131.0, 4069.0, 547.0, 1032.0, 196.0, 42.0, 15.0, 430.0, 314.0, 377.0, 0.254, 0.315, 0.333, 68.0, -185.0, -191.0, 444.0, 101.0, 59.0, 0.0, 0.949, 17.0, -12.2, 3, 0, 1
JIMMY OUTLAW, 10.0, 650.0, 1974.0, 257.0, 529.0, 79.0, 17.0, 6.0, 184.0, 188.0, 176.0, 0.268, 0.333, 0.334, 85.0, -30.0, -39.0, 225.0, 24.0, 21.0, 0.0, 0.972, -19.0, -8.3, O, 0, 1
MICKEY OWEN, 13.0, 1209.0, 3649.0, 338.0, 929.0, 163.0, 21.0, 14.0, 378.0, 326.0, 181.0, 0.255, 0.318, 0.322, 76.0, -106.0, -116.0, 371.0, 36.0, 1.0, 0.0, 0.982, 3.0, -4.6, C, 0, 1
TOM PACIOREK, 18.0, 1392.0, 4121.0, 494.0, 1162.0, 232.0, 30.0, 86.0, 503.0, 245.0, 704.0, 0.282, 0.328, 0.415, 102.0, 17.0, 7.0, 548.0, 55.0, 38.0, -6.0, 0.979, -49.0, -9.7, O, 0, 1
JOSE PAGAN, 15.0, 1326.0, 3689.0, 387.0, 922.0, 138.0, 26.0, 52.0, 372.0, 244.0, 510.0, 0.25, 0.3, 0.344, 79.0, -109.0, -105.0, 373.0, 46.0, 35.0, -7.0, 0.963, -84.0, -16.0, S, 0, 1
JIM PAGLIARONI, 11.0, 849.0, 2465.0, 269.0, 622.0, 98.0, 7.0, 90.0, 326.0, 330.0, 494.0, 0.252, 0.346, 0.407, 109.0, 37.0, 35.0, 355.0, 4.0, 7.0, -3.0, 0.991, -36.0, 3.6, C, 0, 1
FREDDY PARENT, 12.0, 1327.0, 4984.0, 633.0, 1306.0, 180.0, 74.0, 20.0, 471.0, 333.0, 0.0, 0.262, 0.315, 0.34, 99.0, -2.0, -6.0, 631.0, 184.0, 0.0, 0.0, 0.927, 9.0, 3.9, S, 0, 1
FREDDIE PATEK, 14.0, 1650.0, 5530.0, 736.0, 1340.0, 216.0, 55.0, 41.0, 490.0, 523.0, 787.0, 0.242, 0.311, 0.324, 79.0, -143.0, -152.0, 592.0, 385.0, 131.0, 37.0, 0.962, -15.0, 6.4, S, 0, 1
DON PAVLETICH, 12.0, 536.0, 1373.0, 163.0, 349.0, 73.0, 8.0, 46.0, 193.0, 148.0, 237.0, 0.254, 0.33, 0.42, 103.0, 18.0, 7.0, 190.0, 5.0, 2.0, 0.0, 0.983, -31.0, -1.7, C, 0, 1
HEINIE PEITZ, 16.0, 1234.0, 4121.0, 532.0, 1117.0, 191.0, 66.0, 16.0, 560.0, 409.0, 76.0, 0.271, 0.341, 0.361, 93.0, -22.0, -42.0, 567.0, 91.0, 0.0, 0.0, 0.963, 15.0, 6.3, C, 0, 1
JOE PEPITONE, 12.0, 1397.0, 5097.0, 606.0, 1315.0, 158.0, 35.0, 219.0, 721.0, 302.0, 526.0, 0.258, 0.303, 0.432, 105.0, 18.0, 14.0, 629.0, 41.0, 32.0, -7.0, 0.993, -18.0, -9.9, 1, 0, 1
MARTY PEREZ, 10.0, 931.0, 3131.0, 313.0, 771.0, 108.0, 22.0, 22.0, 241.0, 245.0, 369.0, 0.246, 0.303, 0.316, 70.0, -111.0, -129.0, 291.0, 11.0, 17.0, -7.0, 0.958, -59.0, -12.3, S, 0, 1
CY PERKINS, 17.0, 1171.0, 3604.0, 329.0, 933.0, 175.0, 35.0, 30.0, 409.0, 301.0, 221.0, 0.259, 0.319, 0.352, 75.0, -124.0, -133.0, 411.0, 18.0, 34.0, 0.0, 0.978, 63.0, -1.8, C, 0, 1
JOHNNY PESKY, 10.0, 1270.0, 4745.0, 867.0, 1455.0, 226.0, 50.0, 17.0, 404.0, 662.0, 218.0, 0.307, 0.394, 0.386, 106.0, 105.0, 69.0, 777.0, 53.0, 49.0, -14.0, 0.964, 43.0, 13.2, S, 0, 1
RUSTY PETERS, 10.0, 471.0, 1222.0, 123.0, 289.0, 53.0, 16.0, 8.0, 117.0, 98.0, 199.0, 0.236, 0.295, 0.326, 69.0, -59.0, -54.0, 120.0, 9.0, 9.0, -3.0, 0.966, -13.0, -5.5, 2, 0, 1
RICO PETROCELLI, 13.0, 1553.0, 5390.0, 653.0, 1352.0, 237.0, 22.0, 210.0, 773.0, 661.0, 926.0, 0.251, 0.336, 0.42, 108.0, 107.0, 61.0, 769.0, 10.0, 22.0, -10.0, 0.969, -18.0, 10.9, S, 0, 1
GARY PETTIS, 11.0, 1183.0, 3629.0, 568.0, 855.0, 109.0, 49.0, 21.0, 259.0, 521.0, 958.0, 0.236, 0.333, 0.31, 80.0, -91.0, -84.0, 432.0, 354.0, 104.0, 44.0, 0.986, 54.0, -1.6, O, 0, 1
ED PHELPS, 11.0, 633.0, 1832.0, 186.0, 460.0, 45.0, 20.0, 3.0, 205.0, 163.0, 46.0, 0.251, 0.323, 0.302, 88.0, -22.0, -24.0, 199.0, 31.0, 0.0, 0.0, 0.968, -68.0, -4.6, C, 0, 1
BABE PHELPS, 11.0, 726.0, 2117.0, 239.0, 657.0, 143.0, 19.0, 54.0, 345.0, 160.0, 157.0, 0.31, 0.362, 0.472, 124.0, 75.0, 68.0, 356.0, 9.0, 0.0, 0.0, 0.974, -41.0, 6.0, C, 0, 1
KEN PHELPS, 11.0, 761.0, 1854.0, 308.0, 443.0, 64.0, 7.0, 123.0, 313.0, 390.0, 449.0, 0.239, 0.377, 0.48, 132.0, 95.0, 92.0, 369.0, 10.0, 7.0, -1.0, 0.987, -4.0, 7.6, D, 0, 1
BUBBA PHILLIPS, 10.0, 1062.0, 3278.0, 348.0, 835.0, 135.0, 8.0, 62.0, 356.0, 182.0, 314.0, 0.255, 0.3, 0.358, 79.0, -104.0, -99.0, 343.0, 25.0, 11.0, 1.0, 0.96, -16.0, -11.8, 3, 0, 1
MIKE PHILLIPS, 11.0, 712.0, 1719.0, 166.0, 412.0, 46.0, 24.0, 11.0, 145.0, 124.0, 234.0, 0.24, 0.294, 0.314, 70.0, -72.0, -70.0, 156.0, 12.0, 12.0, -4.0, 0.956, 29.0, -0.8, S, 0, 1
BILL PHILLIPS, 10.0, 1038.0, 4255.0, 562.0, 1130.0, 214.0, 98.0, 17.0, 298.0, 178.0, 215.0, 0.266, 0.299, 0.374, 110.0, 45.0, 41.0, 501.0, 39.0, 0.0, 0.0, 0.971, 1.0, -5.1, 1, 0, 1
VAL PICINICH, 18.0, 1037.0, 2877.0, 298.0, 743.0, 166.0, 26.0, 26.0, 298.0, 314.0, 382.0, 0.258, 0.334, 0.361, 86.0, -65.0, -58.0, 362.0, 31.0, 9.0, 0.0, 0.97, 11.0, 0.9, C, 0, 1
JIM PIERSALL, 17.0, 1734.0, 5890.0, 811.0, 1604.0, 256.0, 52.0, 104.0, 591.0, 524.0, 583.0, 0.272, 0.334, 0.386, 92.0, -39.0, -66.0, 756.0, 115.0, 57.0, 0.0, 0.99, 76.0, -6.9, O, 0, 1
GEORGE PINKNEY, 10.0, 1163.0, 4610.0, 874.0, 1212.0, 170.0, 56.0, 21.0, 391.0, 525.0, 135.0, 0.263, 0.345, 0.338, 105.0, 39.0, 45.0, 665.0, 296.0, 0.0, 0.0, 0.897, -99.0, -2.1, 3, 0, 1
BILL PLUMMER, 10.0, 367.0, 892.0, 72.0, 168.0, 37.0, 1.0, 14.0, 82.0, 95.0, 191.0, 0.188, 0.269, 0.279, 53.0, -57.0, -56.0, 70.0, 4.0, 3.0, -1.0, 0.984, 1.0, -4.9, C, 0, 1
BIFF POCOROBA, 10.0, 596.0, 1457.0, 132.0, 374.0, 71.0, 2.0, 21.0, 172.0, 182.0, 109.0, 0.257, 0.342, 0.351, 86.0, -11.0, -25.0, 175.0, 6.0, 8.0, -3.0, 0.982, -9.0, -2.8, C, 0, 1
PAUL POPOVICH, 11.0, 682.0, 1732.0, 176.0, 403.0, 42.0, 9.0, 14.0, 134.0, 127.0, 151.0, 0.233, 0.288, 0.292, 62.0, -79.0, -89.0, 147.0, 4.0, 10.0, -5.0, 0.982, 31.0, -3.5, 2, 0, 1
WALLY POST, 15.0, 1204.0, 4007.0, 594.0, 1064.0, 194.0, 28.0, 210.0, 699.0, 331.0, 813.0, 0.266, 0.325, 0.485, 109.0, 59.0, 42.0, 620.0, 19.0, 13.0, 0.0, 0.97, 38.0, 2.6, O, 0, 1
JAKE POWELL, 11.0, 688.0, 2540.0, 353.0, 689.0, 116.0, 26.0, 22.0, 327.0, 173.0, 219.0, 0.271, 0.32, 0.363, 81.0, -82.0, -72.0, 303.0, 65.0, 35.0, 0.0, 0.975, -9.0, -10.6, O, 0, 1
VIC POWER, 12.0, 1627.0, 6046.0, 765.0, 1716.0, 290.0, 49.0, 126.0, 658.0, 279.0, 247.0, 0.284, 0.317, 0.411, 97.0, -46.0, -41.0, 755.0, 45.0, 35.0, -7.0, 0.994, 123.0, 0.1, 1, 0, 1
MIKE POWERS, 11.0, 647.0, 2088.0, 183.0, 450.0, 72.0, 13.0, 4.0, 199.0, 72.0, 0.0, 0.216, 0.248, 0.268, 51.0, -124.0, -133.0, 161.0, 27.0, 0.0, 0.0, 0.965, 12.0, -6.8, C, 0, 1
JERRY PRIDDY, 11.0, 1296.0, 4720.0, 612.0, 1252.0, 232.0, 46.0, 61.0, 541.0, 624.0, 639.0, 0.265, 0.353, 0.373, 97.0, -12.0, -11.0, 646.0, 44.0, 44.0, -13.0, 0.973, 82.0, 12.0, 2, 0, 1
GREG PRYOR, 10.0, 789.0, 1883.0, 204.0, 471.0, 85.0, 9.0, 14.0, 146.0, 104.0, 185.0, 0.25, 0.293, 0.327, 70.0, -78.0, -78.0, 172.0, 11.0, 12.0, -4.0, 0.952, 70.0, 1.4, 3, 0, 1
TERRY PUHL, 15.0, 1531.0, 4855.0, 676.0, 1361.0, 226.0, 56.0, 62.0, 435.0, 505.0, 507.0, 0.28, 0.351, 0.388, 113.0, 44.0, 80.0, 690.0, 217.0, 99.0, 6.0, 0.993, 1.0, 4.5, O, 0, 1
BLONDIE PURCELL, 12.0, 1097.0, 4563.0, 767.0, 1217.0, 177.0, 60.0, 13.0, 310.0, 284.0, 170.0, 0.267, 0.314, 0.34, 105.0, 11.0, 34.0, 569.0, 197.0, 0.0, 0.0, 0.869, -49.0, -3.8, O, 0, 1
FRANKIE PYTLAK, 12.0, 795.0, 2399.0, 316.0, 677.0, 100.0, 36.0, 7.0, 272.0, 247.0, 97.0, 0.282, 0.355, 0.363, 84.0, -51.0, -53.0, 328.0, 56.0, 29.0, -1.0, 0.991, 12.0, -0.2, C, 0, 1
JOE QUINN, 17.0, 1768.0, 6879.0, 891.0, 1797.0, 228.0, 70.0, 29.0, 794.0, 364.0, 214.0, 0.261, 0.302, 0.327, 76.0, -216.0, -230.0, 799.0, 268.0, 0.0, 0.0, 0.946, -91.0, -24.9, 2, 0, 1
JAMIE QUIRK, 18.0, 984.0, 2266.0, 193.0, 544.0, 100.0, 7.0, 43.0, 247.0, 177.0, 435.0, 0.24, 0.3, 0.347, 78.0, -69.0, -68.0, 234.0, 5.0, 16.0, -8.0, 0.982, 27.0, -2.7, C, 0, 1
RIP RADCLIFF, 10.0, 1081.0, 4074.0, 598.0, 1267.0, 205.0, 50.0, 42.0, 533.0, 310.0, 141.0, 0.311, 0.362, 0.417, 96.0, -5.0, -24.0, 623.0, 40.0, 30.0, -6.0, 0.967, -62.0, -12.7, O, 0, 1
DAVE RADER, 10.0, 846.0, 2405.0, 254.0, 619.0, 107.0, 12.0, 30.0, 235.0, 245.0, 180.0, 0.257, 0.329, 0.349, 86.0, -32.0, -45.0, 272.0, 8.0, 4.0, 0.0, 0.983, -56.0, -7.9, C, 0, 1
DOUG RADER, 11.0, 1465.0, 5186.0, 631.0, 1302.0, 245.0, 39.0, 155.0, 722.0, 528.0, 1055.0, 0.251, 0.325, 0.403, 106.0, 11.0, 33.0, 665.0, 37.0, 33.0, -9.0, 0.956, 82.0, 9.8, 3, 0, 1
PAUL RADFORD, 12.0, 1361.0, 4979.0, 945.0, 1206.0, 176.0, 57.0, 13.0, 417.0, 791.0, 373.0, 0.242, 0.351, 0.308, 94.0, -17.0, 3.0, 689.0, 346.0, 0.0, 0.0, 0.901, 46.0, 3.1, O, 0, 1
RAFAEL RAMIREZ, 13.0, 1539.0, 5494.0, 562.0, 1432.0, 224.0, 31.0, 53.0, 484.0, 264.0, 621.0, 0.261, 0.297, 0.342, 77.0, -165.0, -179.0, 536.0, 112.0, 75.0, -11.0, 0.953, -64.0, -14.2, S, 0, 1
LEN RANDLE, 12.0, 1138.0, 3950.0, 488.0, 1016.0, 145.0, 40.0, 27.0, 322.0, 372.0, 505.0, 0.257, 0.323, 0.335, 87.0, -65.0, -63.0, 430.0, 156.0, 112.0, -20.0, 0.953, 11.0, -6.3, 3, 0, 1
BILL RARIDEN, 12.0, 982.0, 2877.0, 272.0, 682.0, 105.0, 24.0, 7.0, 272.0, 340.0, 251.0, 0.237, 0.32, 0.298, 81.0, -61.0, -64.0, 297.0, 47.0, 0.0, 0.0, 0.973, 11.0, 2.6, C, 0, 1
JOHNNY RAWLINGS, 12.0, 1080.0, 3719.0, 409.0, 928.0, 122.0, 28.0, 14.0, 303.0, 257.0, 275.0, 0.25, 0.303, 0.309, 72.0, -135.0, -136.0, 375.0, 92.0, 22.0, 0.0, 0.968, 3.0, -10.1, 2, 0, 1
JOHNNY RAY, 10.0, 1353.0, 5188.0, 604.0, 1502.0, 294.0, 36.0, 53.0, 594.0, 353.0, 329.0, 0.29, 0.336, 0.391, 101.0, 5.0, 4.0, 662.0, 80.0, 49.0, -5.0, 0.982, 20.0, 7.0, 2, 0, 1
RICH REESE, 10.0, 866.0, 2020.0, 248.0, 512.0, 73.0, 17.0, 52.0, 245.0, 158.0, 270.0, 0.253, 0.314, 0.384, 95.0, -8.0, -16.0, 247.0, 16.0, 15.0, -4.0, 0.992, -10.0, -7.6, 1, 0, 1
RICK REICHARDT, 11.0, 997.0, 3307.0, 391.0, 864.0, 109.0, 24.0, 116.0, 445.0, 263.0, 672.0, 0.261, 0.328, 0.414, 115.0, 49.0, 55.0, 434.0, 40.0, 41.0, -13.0, 0.982, -2.0, 0.0, O, 0, 1
JOHN REILLY, 10.0, 1142.0, 4684.0, 898.0, 1352.0, 215.0, 139.0, 69.0, 335.0, 157.0, 156.0, 0.289, 0.325, 0.438, 130.0, 165.0, 147.0, 780.0, 245.0, 0.0, 0.0, 0.972, -25.0, 2.1, 1, 0, 1
PETE REISER, 10.0, 861.0, 2662.0, 473.0, 786.0, 155.0, 41.0, 58.0, 368.0, 343.0, 369.0, 0.295, 0.38, 0.45, 127.0, 110.0, 103.0, 483.0, 87.0, 3.0, 0.0, 0.979, -1.0, 7.2, O, 0, 1
KEN REITZ, 11.0, 1344.0, 4777.0, 366.0, 1243.0, 243.0, 12.0, 68.0, 548.0, 184.0, 518.0, 0.26, 0.293, 0.359, 79.0, -141.0, -146.0, 461.0, 10.0, 14.0, -5.0, 0.97, -58.0, -23.4, 3, 0, 1
JERRY REMY, 10.0, 1154.0, 4455.0, 605.0, 1226.0, 140.0, 38.0, 7.0, 329.0, 356.0, 404.0, 0.275, 0.329, 0.328, 82.0, -89.0, -102.0, 492.0, 208.0, 99.0, 3.0, 0.981, -67.0, -9.8, 2, 0, 1
MERV RETTENMUND, 13.0, 1023.0, 2555.0, 393.0, 693.0, 114.0, 16.0, 66.0, 329.0, 445.0, 382.0, 0.271, 0.383, 0.406, 124.0, 92.0, 95.0, 425.0, 68.0, 28.0, 4.0, 0.985, -34.0, 3.6, O, 0, 1
CARL REYNOLDS, 13.0, 1222.0, 4495.0, 672.0, 1357.0, 247.0, 107.0, 80.0, 699.0, 260.0, 308.0, 0.302, 0.346, 0.458, 107.0, 37.0, 35.0, 713.0, 112.0, 40.0, 0.0, 0.97, 15.0, -0.6, O, 0, 1
CRAIG REYNOLDS, 15.0, 1491.0, 4466.0, 480.0, 1142.0, 143.0, 65.0, 42.0, 377.0, 227.0, 406.0, 0.256, 0.293, 0.345, 80.0, -148.0, -126.0, 457.0, 58.0, 32.0, -2.0, 0.966, 16.0, 0.4, S, 0, 1
DEL RICE, 17.0, 1309.0, 3826.0, 342.0, 908.0, 177.0, 20.0, 79.0, 441.0, 382.0, 522.0, 0.237, 0.312, 0.356, 78.0, -115.0, -122.0, 430.0, 2.0, 3.0, 0.0, 0.987, 25.0, -4.2, C, 0, 1
HARRY RICE, 10.0, 1034.0, 3740.0, 620.0, 1118.0, 186.0, 63.0, 48.0, 506.0, 376.0, 194.0, 0.299, 0.368, 0.421, 104.0, 36.0, 28.0, 587.0, 60.0, 55.0, 0.0, 0.966, 39.0, -0.9, O, 0, 1
DANNY RICHARDSON, 11.0, 1131.0, 4451.0, 676.0, 1129.0, 149.0, 52.0, 32.0, 558.0, 283.0, 289.0, 0.254, 0.301, 0.332, 83.0, -107.0, -99.0, 529.0, 225.0, 0.0, 0.0, 0.94, 153.0, 8.4, 2, 0, 1
BOBBY RICHARDSON, 12.0, 1412.0, 5386.0, 643.0, 1432.0, 196.0, 37.0, 34.0, 390.0, 262.0, 243.0, 0.266, 0.301, 0.335, 77.0, -184.0, -168.0, 534.0, 73.0, 48.0, -7.0, 0.979, -11.0, -7.2, 2, 0, 1
LEW RIGGS, 10.0, 760.0, 2477.0, 298.0, 650.0, 110.0, 43.0, 28.0, 271.0, 181.0, 140.0, 0.262, 0.317, 0.375, 91.0, -42.0, -32.0, 304.0, 22.0, 0.0, 0.0, 0.945, 27.0, 0.9, 3, 0, 1
CLAUDE RITCHEY, 13.0, 1671.0, 5919.0, 708.0, 1618.0, 215.0, 68.0, 18.0, 673.0, 607.0, 0.0, 0.273, 0.348, 0.342, 101.0, 38.0, 23.0, 807.0, 155.0, 0.0, 0.0, 0.957, 21.0, 9.4, 2, 0, 1
JIM RIVERA, 10.0, 1171.0, 3552.0, 503.0, 911.0, 155.0, 56.0, 83.0, 422.0, 365.0, 523.0, 0.256, 0.33, 0.402, 96.0, -17.0, -24.0, 484.0, 160.0, 70.0, 6.0, 0.977, -36.0, -9.9, O, 0, 1
MICKEY RIVERS, 15.0, 1468.0, 5629.0, 785.0, 1660.0, 247.0, 71.0, 61.0, 499.0, 266.0, 471.0, 0.295, 0.329, 0.397, 106.0, 10.0, 32.0, 756.0, 267.0, 90.0, 26.0, 0.982, 57.0, 6.1, O, 0, 1
PHIL RIZZUTO, 13.0, 1661.0, 5816.0, 877.0, 1588.0, 239.0, 62.0, 38.0, 563.0, 651.0, 398.0, 0.273, 0.351, 0.355, 93.0, -60.0, -43.0, 789.0, 149.0, 58.0, 10.0, 0.968, 86.0, 15.9, S, 2, 1
DAVE ROBERTS, 10.0, 709.0, 2017.0, 194.0, 483.0, 77.0, 7.0, 49.0, 208.0, 128.0, 361.0, 0.239, 0.288, 0.357, 83.0, -64.0, -49.0, 210.0, 27.0, 8.0, 3.0, 0.983, -35.0, -8.1, 3, 0, 1
LEON ROBERTS, 11.0, 901.0, 2737.0, 342.0, 731.0, 126.0, 28.0, 78.0, 328.0, 256.0, 428.0, 0.267, 0.335, 0.419, 108.0, 28.0, 28.0, 383.0, 26.0, 25.0, -7.0, 0.982, -5.0, -1.3, O, 0, 1
BOB ROBERTSON, 11.0, 829.0, 2385.0, 283.0, 578.0, 93.0, 10.0, 115.0, 368.0, 317.0, 546.0, 0.242, 0.334, 0.434, 115.0, 39.0, 44.0, 357.0, 7.0, 9.0, -3.0, 0.994, 35.0, 2.9, 1, 0, 1
SHERRY ROBERTSON, 10.0, 597.0, 1507.0, 200.0, 346.0, 55.0, 18.0, 26.0, 151.0, 202.0, 238.0, 0.23, 0.323, 0.342, 83.0, -41.0, -36.0, 184.0, 32.0, 16.0, 0.0, 0.946, -27.0, -6.5, O, 0, 1
WILBERT ROBINSON, 17.0, 1371.0, 5075.0, 637.0, 1388.0, 212.0, 51.0, 18.0, 622.0, 286.0, 178.0, 0.273, 0.316, 0.346, 84.0, -102.0, -116.0, 647.0, 196.0, 0.0, 0.0, 0.941, -35.0, -3.1, C, 0, 1
EDDIE ROBINSON, 13.0, 1315.0, 4282.0, 546.0, 1146.0, 172.0, 24.0, 172.0, 723.0, 521.0, 359.0, 0.268, 0.354, 0.44, 113.0, 65.0, 72.0, 694.0, 10.0, 12.0, -4.0, 0.99, -45.0, -1.3, 1, 0, 1
YANK ROBINSON, 10.0, 978.0, 3428.0, 697.0, 825.0, 148.0, 44.0, 15.0, 219.0, 664.0, 180.0, 0.241, 0.375, 0.323, 105.0, 92.0, 49.0, 538.0, 272.0, 0.0, 0.0, 0.887, -125.0, -3.7, 2, 0, 1
BILL ROBINSON, 16.0, 1472.0, 4364.0, 536.0, 1127.0, 229.0, 29.0, 166.0, 641.0, 263.0, 820.0, 0.258, 0.303, 0.438, 104.0, 14.0, 6.0, 545.0, 71.0, 49.0, -8.0, 0.979, -55.0, -11.8, O, 0, 1
